"year","gear","tot_val"
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
2014,"GNS",0
